X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOUR,ObjectId,VEHICLE_STREET
-8851856.626,5413188.01,80545851,6001289424,2016,2016/07/22 04:00:00+00,1948,19,ROYAL YORK RD,STRATH HUMBER CRT,12.5 M S of,Minor Arterial,Etobicoke York,2,22,43.661376,-79.517581,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D22,9,Edenbridge-Humber Valley (9),12192,9
-8829839.412,5429663.053,80565973,6001300022,2016,2016/07/24 04:00:00+00,1349,13,VICTORIA PARK AVE,HIGHWAY 401 C  W,5 m South of,Major Arterial,North York,"17,16,22,21","41,33,42",43.768347,-79.319797,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,None,<Null>,South,Bicycle,Merging,<Null>,<Null>,<Null>,<Null>,<Null>,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Unknown,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,118,Tam O'Shanter-Sullivan (118),12193,118
-8829839.412,5429663.053,80565974,6001300022,2016,2016/07/24 04:00:00+00,1349,13,VICTORIA PARK AVE,HIGHWAY 401 C  W,5 m South of,Major Arterial,North York,"17,16,22,21","41,33,42",43.768347,-79.319797,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Motorcycle Driver,55 to 59,Major,<Null>,East,Motorcycle,Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,118,Tam O'Shanter-Sullivan (118),12194,118
-8823456.909,5418746.172,80769197,6001301961,2016,2016/07/24 04:00:00+00,2030,20,DANFORTH AVE,BIRCHMOUNT RD,130 m East of,Minor Arterial,Scarborough,20,41,43.697486,-79.262462,Mid-Block,Non Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D41,122,Birchcliffe-Cliffside (122),12195,122
-8823456.909,5418746.172,80769198,6001301961,2016,2016/07/24 04:00:00+00,2030,20,DANFORTH AVE,BIRCHMOUNT RD,130 m East of,Minor Arterial,Scarborough,20,41,43.697486,-79.262462,Mid-Block,Non Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D41,122,Birchcliffe-Cliffside (122),12196,122
-8823837.399,5423343.304,80566002,6001309573,2016,2016/07/25 04:00:00+00,2359,23,KENNEDY RD,MERRIAN RD,<Null>,Major Arterial,Scarborough,20,41,43.727336,-79.26588,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,<Null>,West,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Inattentive,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),12197,124
-8823837.399,5423343.304,80566003,6001309573,2016,2016/07/25 04:00:00+00,2359,23,KENNEDY RD,MERRIAN RD,<Null>,Major Arterial,Scarborough,20,41,43.727336,-79.26588,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,<Null>,North,Police Vehicle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,124,Kennedy Park (124),12198,124
-8845329.742,5427478.828,80632068,6001310916,2016,2016/07/26 04:00:00+00,836,8,WILSON HEIGHTS BLVD,CODSELL AVE,5 m South of,Collector,North York,6,32,43.754176,-79.458949,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,34,Bathurst Manor (34),12199,34
-8845329.742,5427478.828,80632069,6001310916,2016,2016/07/26 04:00:00+00,836,8,WILSON HEIGHTS BLVD,CODSELL AVE,5 m South of,Collector,North York,6,32,43.754176,-79.458949,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,<Null>,North,Motorcycle,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,34,Bathurst Manor (34),12200,34
-8834870.608,5412504.207,80546836,6001326720,2016,2016/07/28 04:00:00+00,1450,14,PARLIAMENT ST,SHUTER ST,<Null>,Minor Arterial,Toronto and East York,13,51,43.656932,-79.364993,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,49,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,72,Regent Park (72),12201,72
-8834870.608,5412504.207,80546837,6001326720,2016,2016/07/28 04:00:00+00,1450,14,PARLIAMENT ST,SHUTER ST,<Null>,Minor Arterial,Toronto and East York,13,51,43.656932,-79.364993,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,45 to 49,None,<Null>,North,Truck - Dump,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,72,Regent Park (72),12202,72
-8852190.473,5429867.769,80632070,6001333715,2016,2016/07/29 04:00:00+00,1645,16,JANE ST,SHOREHAM DR,121 m North of,Major Arterial,Etobicoke York,7,31,43.769675,-79.52058,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,None,<Null>,East,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,24,Black Creek (24),12203,24
-8852190.473,5429867.769,80632071,6001333715,2016,2016/07/29 04:00:00+00,1645,16,JANE ST,SHOREHAM DR,121 m North of,Major Arterial,Etobicoke York,7,31,43.769675,-79.52058,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,24,Black Creek (24),12204,24
-8817353.818,5426504.101,80546793,6001334259,2016,2016/07/29 04:00:00+00,1825,18,KINGSTON RD,GUILDCREST DR,<Null>,Major Arterial,Scarborough,24,43,43.747851,-79.207637,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D43,140,Guildwood (140),12205,140
-8817353.818,5426504.101,80546794,6001334259,2016,2016/07/29 04:00:00+00,1825,18,KINGSTON RD,GUILDCREST DR,<Null>,Major Arterial,Scarborough,24,43,43.747851,-79.207637,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D43,140,Guildwood (140),12206,140
-8817353.818,5426504.101,80546795,6001334259,2016,2016/07/29 04:00:00+00,1825,18,KINGSTON RD,GUILDCREST DR,<Null>,Major Arterial,Scarborough,24,43,43.747851,-79.207637,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,48,East,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D43,140,Guildwood (140),12207,140
-8817353.818,5426504.101,80546796,6001334259,2016,2016/07/29 04:00:00+00,1825,18,KINGSTON RD,GUILDCREST DR,<Null>,Major Arterial,Scarborough,24,43,43.747851,-79.207637,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Minimal,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D43,140,Guildwood (140),12208,140
-8848822.057,5408203.901,80769393,6001341956,2016,2016/07/30 04:00:00+00,2248,22,PARK LAWN RD,THE QUEENSWAY,<Null>,Major Arterial,Etobicoke York,3,22,43.628977,-79.490321,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,<Null>,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,16,Stonegate-Queensway (16),12209,16
-8848822.057,5408203.901,80769394,6001341956,2016,2016/07/30 04:00:00+00,2248,22,PARK LAWN RD,THE QUEENSWAY,<Null>,Major Arterial,Etobicoke York,3,22,43.628977,-79.490321,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D22,16,Stonegate-Queensway (16),12210,16
-8815655.194,5431917.951,80566255,6001345276,2016,2016/07/31 04:00:00+00,1355,13,MORNINGSIDE AVE,ELLESMERE RD,282 m South of,Major Arterial,Scarborough,"24,25",43,43.782973,-79.192378,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,<Null>,North,"Automobile, Station Wagon",Making U Turn,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,134,Highland Creek (134),12211,134
-8815655.194,5431917.951,80566256,6001345276,2016,2016/07/31 04:00:00+00,1355,13,MORNINGSIDE AVE,ELLESMERE RD,282 m South of,Major Arterial,Scarborough,"24,25",43,43.782973,-79.192378,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,134,Highland Creek (134),12212,134
-8815655.194,5431917.951,80566257,6001345276,2016,2016/07/31 04:00:00+00,1355,13,MORNINGSIDE AVE,ELLESMERE RD,282 m South of,Major Arterial,Scarborough,"24,25",43,43.782973,-79.192378,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,134,Highland Creek (134),12213,134
-8818027.301,5437296.722,80566283,6001348693,2016,2016/08/01 04:00:00+00,156,1,MORNINGSIDE AVE,HALFWAY AVE,15 m East of,Minor Arterial,Scarborough,25,42,43.817847,-79.213687,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),12214,131
-8818027.301,5437296.722,80566284,6001348693,2016,2016/08/01 04:00:00+00,156,1,MORNINGSIDE AVE,HALFWAY AVE,15 m East of,Minor Arterial,Scarborough,25,42,43.817847,-79.213687,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,<Null>,West,Municipal Transit Bus (TTC),Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),12215,131
-8818027.301,5437296.722,80566285,6001348693,2016,2016/08/01 04:00:00+00,156,1,MORNINGSIDE AVE,HALFWAY AVE,15 m East of,Minor Arterial,Scarborough,25,42,43.817847,-79.213687,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),12216,131
-8818027.301,5437296.722,80566286,6001348693,2016,2016/08/01 04:00:00+00,156,1,MORNINGSIDE AVE,HALFWAY AVE,15 m East of,Minor Arterial,Scarborough,25,42,43.817847,-79.213687,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),12217,131
-8818027.301,5437296.722,80566287,6001348693,2016,2016/08/01 04:00:00+00,156,1,MORNINGSIDE AVE,HALFWAY AVE,15 m East of,Minor Arterial,Scarborough,25,42,43.817847,-79.213687,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,131,Rouge (131),12218,131
-8836199.762,5410947.067,80632073,6001358700,2016,2016/08/02 04:00:00+00,1745,17,FRONT ST E,YONGE ST,5 m North of,Major Arterial,Toronto and East York,"10,13","51,52",43.646811,-79.376933,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,15 to 19,Major,<Null>,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D51,77,Waterfront Communities-The Island (77),12219,77
-8838838.591,5409718.894,80497453,6000133147,2016,2016/01/23 05:00:00+00,35,0,BATHURST ST,FORT YORK BLVD,<Null>,Major Arterial,Toronto and East York,10,14,43.638827,-79.400638,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,77,Waterfront Communities-The Island (77),12221,77
-8837861.874,5410140.829,80632074,6001359904,2016,2016/08/02 04:00:00+00,2112,21,BLUE JAYS WAY,NAVY WHARF CRT,<Null>,Minor Arterial,Toronto and East York,10,52,43.64157,-79.391864,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,West,Passenger Van,Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12222,77
-8818604.826,5425773.393,80632450,6000754675,2016,2016/05/03 04:00:00+00,555,5,MARKHAM RD,EGLINTON AVE E,1 m North of,Major Arterial,Scarborough,"20,24",43,43.743109,-79.218875,Intersection,Intersection Related,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,unknown,None,<Null>,North,Truck - Open,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,139,Scarborough Village (139),12225,139
-8846171.428,5416369.498,80717410,6001551246,2016,2016/09/01 04:00:00+00,1413,14,ROGERS RD,KANE AVE,<Null>,Minor Arterial,Etobicoke York,"5,9",12,43.682048,-79.46651,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist turned left across motorists path.,Failed to Yield Right of Way,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D12,110,Keelesdale-Eglinton West (110),12226,110
-8838838.591,5409718.894,80497454,6000133147,2016,2016/01/23 05:00:00+00,35,0,BATHURST ST,FORT YORK BLVD,<Null>,Major Arterial,Toronto and East York,10,14,43.638827,-79.400638,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,15 to 19,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D14,77,Waterfront Communities-The Island (77),12228,77
-8836510.678,5411025.217,80502718,6000477912,2016,2016/03/20 04:00:00+00,303,3,BAY ST,WELLINGTON ST W,<Null>,Major Arterial,Toronto and East York,"10,13",52,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,10 to 14,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D52,76,Bay Street Corridor (76),12229,76
-8837861.874,5410140.829,80632075,6001359904,2016,2016/08/02 04:00:00+00,2112,21,BLUE JAYS WAY,NAVY WHARF CRT,<Null>,Minor Arterial,Toronto and East York,10,52,43.64157,-79.391864,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12230,77
-8837861.874,5410140.829,80632076,6001359904,2016,2016/08/02 04:00:00+00,2112,21,BLUE JAYS WAY,NAVY WHARF CRT,<Null>,Minor Arterial,Toronto and East York,10,52,43.64157,-79.391864,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12231,77
-8842020.881,5433916.771,80632077,6001363275,2016,2016/08/03 04:00:00+00,1154,11,STEELES AVE W,HILDA AVE,5 m North of,Major Arterial,North York,18,32,43.795935,-79.429225,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,36,Newtonbrook West (36),12232,36
-8842020.881,5433916.771,80632078,6001363275,2016,2016/08/03 04:00:00+00,1154,11,STEELES AVE W,HILDA AVE,5 m North of,Major Arterial,North York,18,32,43.795935,-79.429225,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,36,Newtonbrook West (36),12233,36
-8818972.626,5431225.667,80632081,6001365744,2016,2016/08/03 04:00:00+00,1822,18,ELLESMERE RD,HELICON GT,<Null>,Major Arterial,Scarborough,24,43,43.778483,-79.222179,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Minimal,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D43,135,Morningside (135),12234,135
-8818972.626,5431225.667,80632082,6001365744,2016,2016/08/03 04:00:00+00,1822,18,ELLESMERE RD,HELICON GT,<Null>,Major Arterial,Scarborough,24,43,43.778483,-79.222179,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Major,<Null>,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D43,135,Morningside (135),12235,135
-8845860.624,5427525.833,80632083,6001365949,2016,2016/08/03 04:00:00+00,1858,18,DUFFERIN ST,WATERLOO AVE,<Null>,Local,North York,6,32,43.754481,-79.463718,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,40 to 44,Major,<Null>,South,Motorcycle,Going Ahead,Improper Passing,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,34,Bathurst Manor (34),12236,34
-8845860.624,5427525.833,80632084,6001365949,2016,2016/08/03 04:00:00+00,1858,18,DUFFERIN ST,WATERLOO AVE,<Null>,Local,North York,6,32,43.754481,-79.463718,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,34,Bathurst Manor (34),12237,34
