X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLES_IN_STREET
-8836982.895,5410255.738,80631968,5001501450,2015,2015/08/31 04:00:00+00,1545,15,LOWER SIMCOE ST,BREMNER BLVD,<Null>,Minor Arterial,Toronto and East York,10,52,43.642317,-79.383968,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,40 to 44,None,<Null>,South,"Truck - Closed (Blazer, etc)",Turning Right,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),11371,77
-8836982.895,5410255.738,80631969,5001501450,2015,2015/08/31 04:00:00+00,1545,15,LOWER SIMCOE ST,BREMNER BLVD,<Null>,Minor Arterial,Toronto and East York,10,52,43.642317,-79.383968,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),11372,77
-8834400.171,5436267.427,80249238,5001507362,2015,2015/09/01 04:00:00+00,1400,14,STEELES AVE E,DON MILLS RD,<Null>,Major Arterial,North York,17,33,43.811175,-79.360767,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D33,48,Hillcrest Village (48),11373,48
-8834400.171,5436267.427,80249239,5001507362,2015,2015/09/01 04:00:00+00,1400,14,STEELES AVE E,DON MILLS RD,<Null>,Major Arterial,North York,17,33,43.811175,-79.360767,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Truck Driver,65 to 69,None,<Null>,West,Truck - Dump,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D33,48,Hillcrest Village (48),11374,48
-8847872.613,5407311.017,80197024,5001518617,2015,2015/09/03 04:00:00+00,736,7,PARK LAWN RD,LAKE SHORE BLVD W,<Null>,Major Arterial,Etobicoke York,3,22,43.623171,-79.481792,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,41,West,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,17,Mimico (17),11375,17
-8847872.613,5407311.017,80197025,5001518617,2015,2015/09/03 04:00:00+00,736,7,PARK LAWN RD,LAKE SHORE BLVD W,<Null>,Major Arterial,Etobicoke York,3,22,43.623171,-79.481792,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Truck Driver,25 to 29,None,<Null>,South,Truck - Open,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,17,Mimico (17),11376,17
-8817971.307,5436793.014,80501585,5001530826,2015,2015/09/05 04:00:00+00,120,1,SEWELLS RD,HUPFIELD TRL,20 m West of,Minor Arterial,Scarborough,25,42,43.814582,-79.213184,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),11377,132
-8817971.307,5436793.014,80501586,5001530826,2015,2015/09/05 04:00:00+00,120,1,SEWELLS RD,HUPFIELD TRL,20 m West of,Minor Arterial,Scarborough,25,42,43.814582,-79.213184,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),11378,132
-8817971.307,5436793.014,80501587,5001530826,2015,2015/09/05 04:00:00+00,120,1,SEWELLS RD,HUPFIELD TRL,20 m West of,Minor Arterial,Scarborough,25,42,43.814582,-79.213184,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),11379,132
-8844188.272,5428550.607,80488917,5001534311,2015,2015/09/05 04:00:00+00,1652,16,MAXWELL ST,HOVE ST,40 m South of,Local,North York,6,32,43.76113,-79.448695,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,85 to 89,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,34,Bathurst Manor (34),11380,34
-8844188.272,5428550.607,80488918,5001534311,2015,2015/09/05 04:00:00+00,1652,16,MAXWELL ST,HOVE ST,40 m South of,Local,North York,6,32,43.76113,-79.448695,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,90 to 94,Fatal,45,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,34,Bathurst Manor (34),11381,34
-8842679.113,5408876.312,80488952,5001538313,2015,2015/09/06 04:00:00+00,1034,10,LAKE SHORE BLVD W,JAMESON AVE,1 m West of,Major Arterial,Toronto and East York,4,14,43.633349,-79.435138,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,55 to 59,Fatal,42,East,Motorcycle,Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,85,South Parkdale (85),11382,85
-8857046.675,5415566.174,80489005,5001542991,2015,2015/09/07 04:00:00+00,513,5,MARTIN GROVE RD,RICHGROVE DR,4 m South of,Major Arterial,Etobicoke York,"1,2",23,43.676829,-79.564204,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,unknown,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),11383,7
-8857046.675,5415566.174,80489006,5001542991,2015,2015/09/07 04:00:00+00,513,5,MARTIN GROVE RD,RICHGROVE DR,4 m South of,Major Arterial,Etobicoke York,"1,2",23,43.676829,-79.564204,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,unknown,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),11384,7
-8857046.675,5415566.174,80489007,5001542991,2015,2015/09/07 04:00:00+00,513,5,MARTIN GROVE RD,RICHGROVE DR,4 m South of,Major Arterial,Etobicoke York,"1,2",23,43.676829,-79.564204,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),11385,7
-8835566.243,5411276.289,80249841,5001551226,2015,2015/09/08 04:00:00+00,1500,15,JARVIS ST,FRONT ST E,53 m South of,Major Arterial,Toronto and East York,13,51,43.648951,-79.371242,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,77,Waterfront Communities-The Island (77),11386,77
-8835566.243,5411276.289,80249842,5001551226,2015,2015/09/08 04:00:00+00,1500,15,JARVIS ST,FRONT ST E,53 m South of,Major Arterial,Toronto and East York,13,51,43.648951,-79.371242,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,77,Waterfront Communities-The Island (77),11387,77
-8837708.141,5412952.581,80250173,5001573262,2015,2015/09/11 04:00:00+00,2130,21,QUEENS PARK,COLLEGE ST,1 m North of,Major Arterial,Toronto and East York,11,52,43.659846,-79.390483,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),11388,76
-8837708.141,5412952.581,80250174,5001573262,2015,2015/09/11 04:00:00+00,2130,21,QUEENS PARK,COLLEGE ST,1 m North of,Major Arterial,Toronto and East York,11,52,43.659846,-79.390483,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),11389,76
-8839686.177,5415223.254,80250175,5001573277,2015,2015/09/11 04:00:00+00,2139,21,DUPONT ST,WALMER RD,24 m West of,Major Arterial,Toronto and East York,11,14,43.674601,-79.408252,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,95,Annex (95),11390,95
-8839686.177,5415223.254,80250176,5001573277,2015,2015/09/11 04:00:00+00,2139,21,DUPONT ST,WALMER RD,24 m West of,Major Arterial,Toronto and East York,11,14,43.674601,-79.408252,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,10 to 14,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,95,Annex (95),11391,95
-8839686.177,5415223.254,80250177,5001573277,2015,2015/09/11 04:00:00+00,2139,21,DUPONT ST,WALMER RD,24 m West of,Major Arterial,Toronto and East York,11,14,43.674601,-79.408252,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,10 to 14,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,95,Annex (95),11392,95
-8839686.177,5415223.254,80250178,5001573277,2015,2015/09/11 04:00:00+00,2139,21,DUPONT ST,WALMER RD,24 m West of,Major Arterial,Toronto and East York,11,14,43.674601,-79.408252,Intersection,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,95,Annex (95),11393,95
-8828123.756,5431390.33,80250267,5001578731,2015,2015/09/12 04:00:00+00,1930,19,BAY MILLS BLVD,SHEPPARD AVE E,<Null>,Major Arterial,Scarborough,22,42,43.779551,-79.304385,Intersection,At Intersection,Traffic Signal,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11394,118
-8828123.756,5431390.33,80250268,5001578731,2015,2015/09/12 04:00:00+00,1930,19,BAY MILLS BLVD,SHEPPARD AVE E,<Null>,Major Arterial,Scarborough,22,42,43.779551,-79.304385,Intersection,At Intersection,Traffic Signal,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11395,118
-8828123.756,5431390.33,80250269,5001578731,2015,2015/09/12 04:00:00+00,1930,19,BAY MILLS BLVD,SHEPPARD AVE E,<Null>,Major Arterial,Scarborough,22,42,43.779551,-79.304385,Intersection,At Intersection,Traffic Signal,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11396,118
-8828123.756,5431390.33,80250270,5001578731,2015,2015/09/12 04:00:00+00,1930,19,BAY MILLS BLVD,SHEPPARD AVE E,<Null>,Major Arterial,Scarborough,22,42,43.779551,-79.304385,Intersection,At Intersection,Traffic Signal,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11397,118
-8840043.736,5410013.462,80489445,5001603018,2015,2015/09/16 04:00:00+00,1721,17,STRACHAN AVE,WELLINGTON ST W,<Null>,Minor Arterial,Toronto and East York,10,14,43.640742,-79.411464,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,82,Niagara (82),11398,82
-8840043.736,5410013.462,80489446,5001603018,2015,2015/09/16 04:00:00+00,1721,17,STRACHAN AVE,WELLINGTON ST W,<Null>,Minor Arterial,Toronto and East York,10,14,43.640742,-79.411464,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,82,Niagara (82),11399,82
-8827686.382,5435916.642,80250653,5001603828,2015,2015/09/16 04:00:00+00,1940,19,KENNEDY RD,PERTHSHIRE ST,<Null>,Major Arterial,Scarborough,22,42,43.808901,-79.300456,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,130,Milliken (130),11400,130
-8827686.382,5435916.642,80250654,5001603828,2015,2015/09/16 04:00:00+00,1940,19,KENNEDY RD,PERTHSHIRE ST,<Null>,Major Arterial,Scarborough,22,42,43.808901,-79.300456,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,130,Milliken (130),11401,130
-8827686.382,5435916.642,80250655,5001603828,2015,2015/09/16 04:00:00+00,1940,19,KENNEDY RD,PERTHSHIRE ST,<Null>,Major Arterial,Scarborough,22,42,43.808901,-79.300456,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Minimal,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,130,Milliken (130),11402,130
-8851690.203,5403918.661,80250667,5001604572,2015,2015/09/16 04:00:00+00,2200,22,BIRMINGHAM ST,SIXTEENTH ST,1 m East of,Collector,Etobicoke York,3,22,43.601107,-79.516086,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,<Null>,West,Bicycle,Changing Lanes,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,18,New Toronto (18),11403,18
-8851690.203,5403918.661,80250668,5001604572,2015,2015/09/16 04:00:00+00,2200,22,BIRMINGHAM ST,SIXTEENTH ST,1 m East of,Collector,Etobicoke York,3,22,43.601107,-79.516086,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,18,New Toronto (18),11404,18
-8819575.643,5437051.267,80250754,5001611464,2015,2015/09/17 04:00:00+00,2210,22,NEILSON RD,FINCH AVE E,26 m South of,Minor Arterial,Scarborough,"23,25",42,43.816256,-79.227596,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,<Null>,North,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,132,Malvern (132),11405,132
-8819575.643,5437051.267,80250755,5001611464,2015,2015/09/17 04:00:00+00,2210,22,NEILSON RD,FINCH AVE E,26 m South of,Minor Arterial,Scarborough,"23,25",42,43.816256,-79.227596,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,<Null>,East,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,132,Malvern (132),11406,132
-8830552.858,5413617.028,80489505,5001612624,2015,2015/09/18 04:00:00+00,610,6,QUEEN ST E,HILTZ AVE,5 m West of,Minor Arterial,Toronto and East York,14,55,43.664164,-79.326206,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Motorcycle Driver,35 to 39,Fatal,43,East,Motorcycle,Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),11407,70
-8830552.858,5413617.028,80489506,5001612624,2015,2015/09/18 04:00:00+00,610,6,QUEEN ST E,HILTZ AVE,5 m West of,Minor Arterial,Toronto and East York,14,55,43.664164,-79.326206,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,30 to 34,None,<Null>,West,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),11408,70
-8824418.264,5429596.151,80489595,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,65 to 69,Major,<Null>,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11409,127
-8824418.264,5429596.151,80489596,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,15 to 19,Minor,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11410,127
-8824418.264,5429596.151,80489597,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11411,127
-8824418.264,5429596.151,80489598,5001628551,2015,2015/09/20 04:00:00+00,2000,20,MIDLAND AVE,ELLESMERE RD,<Null>,Major Arterial,Scarborough,21,41,43.767913,-79.271098,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Driver,20 to 24,Minimal,<Null>,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11412,127
